set_num,name,year,theme_id,num_parts,img_url
7658-1,Y-wing Fighter,2007,158,454,https://cdn.rebrickable.com/media/sets/7658-1.jpg
7659-1,Imperial Landing Craft,2007,158,471,https://cdn.rebrickable.com/media/sets/7659-1.jpg
7660-1,Naboo N-1 Starfighter and Vulture Droid,2007,158,280,https://cdn.rebrickable.com/media/sets/7660-1.jpg
7661-1,Jedi Starfighter with Hyperdrive Booster Ring,2007,158,575,https://cdn.rebrickable.com/media/sets/7661-1.jpg
7662-1,Trade Federation MTT,2007,158,1326,https://cdn.rebrickable.com/media/sets/7662-1.jpg
7663-1,Sith Infiltrator,2007,158,310,https://cdn.rebrickable.com/media/sets/7663-1.jpg
7664-1,TIE Crawler,2007,158,546,https://cdn.rebrickable.com/media/sets/7664-1.jpg
7665-1,Republic Cruiser (Limited Edition - with R2-R7),2007,158,919,https://cdn.rebrickable.com/media/sets/7665-1.jpg
7666-1,Hoth Rebel Base,2007,158,496,https://cdn.rebrickable.com/media/sets/7666-1.jpg
7667-1,Imperial Dropship,2008,158,81,https://cdn.rebrickable.com/media/sets/7667-1.jpg
7668-1,Rebel Scout Speeder,2008,158,82,https://cdn.rebrickable.com/media/sets/7668-1.jpg
7669-1,Anakin's Jedi Starfighter,2008,158,153,https://cdn.rebrickable.com/media/sets/7669-1.jpg
7669-2,Anakin's Jedi Starfighter Clone Wars White Box,2008,158,153,https://cdn.rebrickable.com/media/sets/7669-2.jpg
7670-1,Hailfire Droid & Spider Droid,2008,158,249,https://cdn.rebrickable.com/media/sets/7670-1.jpg
7670-2,Hailfire Droid & Spider Droid Clone Wars White Box,2008,158,249,https://cdn.rebrickable.com/media/sets/7670-2.jpg
7671-1,AT-AP Walker,2008,158,392,https://cdn.rebrickable.com/media/sets/7671-1.jpg
7672-1,Rogue Shadow,2008,158,482,https://cdn.rebrickable.com/media/sets/7672-1.jpg
7673-1,Magna Guard Starfighter,2008,158,431,https://cdn.rebrickable.com/media/sets/7673-1.jpg
7674-1,V-19 Torrent,2008,158,471,https://cdn.rebrickable.com/media/sets/7674-1.jpg
7675-1,AT-TE Walker,2008,158,810,https://cdn.rebrickable.com/media/sets/7675-1.jpg
7676-1,Republic Attack Gunship,2008,158,1038,https://cdn.rebrickable.com/media/sets/7676-1.jpg
7678-1,Droid Gunship,2008,158,329,https://cdn.rebrickable.com/media/sets/7678-1.jpg
7679-1,Republic Fighter Tank,2008,158,596,https://cdn.rebrickable.com/media/sets/7679-1.jpg
7680-1,The Twilight - Limited Edition,2008,158,887,https://cdn.rebrickable.com/media/sets/7680-1.jpg
7681-1,Separatist Spider Droid,2008,158,214,https://cdn.rebrickable.com/media/sets/7681-1.jpg
7748-1,Corporate Alliance Tank Droid,2009,158,216,https://cdn.rebrickable.com/media/sets/7748-1.jpg
7749-1,Echo Base,2009,158,155,https://cdn.rebrickable.com/media/sets/7749-1.jpg
7751-1,Ahsoka's Starfighter and Vulture Droid,2009,158,291,https://cdn.rebrickable.com/media/sets/7751-1.jpg
7752-1,Count Dooku's Solar Sailer,2009,158,385,https://cdn.rebrickable.com/media/sets/7752-1.jpg
7753-1,Pirate Tank,2009,158,372,https://cdn.rebrickable.com/media/sets/7753-1.jpg
7754-1,Home One Mon Calamari Star Cruiser - Limited Edition,2009,158,789,https://cdn.rebrickable.com/media/sets/7754-1.jpg
7778-1,Midi-Scale Millennium Falcon,2009,158,356,https://cdn.rebrickable.com/media/sets/7778-1.jpg
77901-1,Sith Trooper Bust,2019,158,484,https://cdn.rebrickable.com/media/sets/77901-1.jpg
77904-1,Nebulon-B Frigate,2020,158,459,https://cdn.rebrickable.com/media/sets/77904-1.jpg
7868-1,Mace Windu's Jedi Starfighter,2011,158,309,https://cdn.rebrickable.com/media/sets/7868-1.jpg
7869-1,Battle for Geonosis,2011,158,335,https://cdn.rebrickable.com/media/sets/7869-1.jpg
7877-1,Naboo Starfighter,2011,158,318,https://cdn.rebrickable.com/media/sets/7877-1.jpg
7879-1,Hoth Echo Base,2011,158,773,https://cdn.rebrickable.com/media/sets/7879-1.jpg
7913-1,Clone Trooper Battle Pack,2011,158,85,https://cdn.rebrickable.com/media/sets/7913-1.jpg
7914-1,Mandalorian Battle Pack,2011,158,68,https://cdn.rebrickable.com/media/sets/7914-1.jpg
7915-1,Imperial V-wing Starfighter,2011,158,139,https://cdn.rebrickable.com/media/sets/7915-1.jpg
7929-1,The Battle of Naboo,2011,158,241,https://cdn.rebrickable.com/media/sets/7929-1.jpg
7930-1,Bounty Hunter Assault Gunship,2011,158,390,https://cdn.rebrickable.com/media/sets/7930-1.jpg
7931-1,Jedi T-6 Shuttle,2011,158,389,https://cdn.rebrickable.com/media/sets/7931-1.jpg
7956-1,Ewok Attack,2011,158,166,https://cdn.rebrickable.com/media/sets/7956-1.jpg
7957-1,Sith Nightspeeder,2011,158,214,https://cdn.rebrickable.com/media/sets/7957-1.jpg
7958-1,Star Wars Advent Calendar 2011,2011,209,267,https://cdn.rebrickable.com/media/sets/7958-1.jpg
7959-1,Geonosian Starfighter,2011,158,163,https://cdn.rebrickable.com/media/sets/7959-1.jpg
7961-1,Darth Maul's Sith Infiltrator,2011,158,479,https://cdn.rebrickable.com/media/sets/7961-1.jpg
7962-1,Anakin's and Sebulba's Podracers,2011,158,810,https://cdn.rebrickable.com/media/sets/7962-1.jpg
7964-1,Republic Frigate,2011,158,1030,https://cdn.rebrickable.com/media/sets/7964-1.jpg
7965-1,Millennium Falcon,2011,158,1254,https://cdn.rebrickable.com/media/sets/7965-1.jpg
8000-1,Pit Droid,2000,18,223,https://cdn.rebrickable.com/media/sets/8000-1.jpg
8001-1,Battle Droid,2000,18,336,https://cdn.rebrickable.com/media/sets/8001-1.jpg
8002-1,Destroyer Droid,2000,18,567,https://cdn.rebrickable.com/media/sets/8002-1.jpg
8007-1,C-3PO,2001,18,339,https://cdn.rebrickable.com/media/sets/8007-1.jpg
8008-1,Stormtrooper,2001,18,361,https://cdn.rebrickable.com/media/sets/8008-1.jpg
8009-1,R2-D2,2002,18,239,https://cdn.rebrickable.com/media/sets/8009-1.jpg
8010-1,Darth Vader,2002,18,388,https://cdn.rebrickable.com/media/sets/8010-1.jpg
8011-1,Jango Fett,2002,18,426,https://cdn.rebrickable.com/media/sets/8011-1.jpg
8012-1,Super Battle Droid,2002,18,378,https://cdn.rebrickable.com/media/sets/8012-1.jpg
8014-1,Clone Walker Battle Pack,2009,158,80,https://cdn.rebrickable.com/media/sets/8014-1.jpg
8015-1,Assassin Droids Battle Pack,2009,158,94,https://cdn.rebrickable.com/media/sets/8015-1.jpg
8016-1,Hyena Droid Bomber,2009,158,236,https://cdn.rebrickable.com/media/sets/8016-1.jpg
8017-1,Darth Vader's TIE Fighter,2009,158,257,https://cdn.rebrickable.com/media/sets/8017-1.jpg
8018-1,Armored Assault Tank (AAT),2009,158,407,https://cdn.rebrickable.com/media/sets/8018-1.jpg
8019-1,Republic Attack Shuttle,2009,158,636,https://cdn.rebrickable.com/media/sets/8019-1.jpg
8028-1,TIE Fighter - Mini,2008,158,44,https://cdn.rebrickable.com/media/sets/8028-1.jpg
8029-1,Mini Snowspeeder,2008,158,66,https://cdn.rebrickable.com/media/sets/8029-1.jpg
8031-1,V-19 Torrent - Mini,2008,158,66,https://cdn.rebrickable.com/media/sets/8031-1.jpg
8033-1,General Grievous Starfighter - Mini,2009,158,44,https://cdn.rebrickable.com/media/sets/8033-1.jpg
8036-1,Separatist Shuttle,2009,158,259,https://cdn.rebrickable.com/media/sets/8036-1.jpg
8037-1,Anakin's Y-wing Starfighter,2009,158,570,https://cdn.rebrickable.com/media/sets/8037-1.jpg
8038-1,The Battle of Endor,2009,158,890,https://cdn.rebrickable.com/media/sets/8038-1.jpg
8039-1,Venator-Class Republic Attack Cruiser,2009,158,1170,https://cdn.rebrickable.com/media/sets/8039-1.jpg
8083-1,Rebel Trooper Battle Pack,2010,158,79,https://cdn.rebrickable.com/media/sets/8083-1.jpg
8084-1,Snowtrooper Battle Pack,2010,158,74,https://cdn.rebrickable.com/media/sets/8084-1.jpg
8085-1,Freeco Speeder,2010,158,177,https://cdn.rebrickable.com/media/sets/8085-1.jpg
8086-1,Droid Tri-Fighter,2010,158,268,https://cdn.rebrickable.com/media/sets/8086-1.jpg
8087-1,TIE Defender,2010,158,304,https://cdn.rebrickable.com/media/sets/8087-1.jpg
8088-1,ARC-170 Starfighter,2010,158,396,https://cdn.rebrickable.com/media/sets/8088-1.jpg
8089-1,Hoth Wampa Cave,2010,158,297,https://cdn.rebrickable.com/media/sets/8089-1.jpg
8091-1,Republic Swamp Speeder,2010,158,176,https://cdn.rebrickable.com/media/sets/8091-1.jpg
8092-1,Luke's Landspeeder,2010,158,163,https://cdn.rebrickable.com/media/sets/8092-1.jpg
8093-1,Plo Koon's Jedi Starfighter,2010,158,175,https://cdn.rebrickable.com/media/sets/8093-1.jpg
8095-1,General Grievous' Starfighter,2010,158,454,https://cdn.rebrickable.com/media/sets/8095-1.jpg
8096-1,Emperor Palpatine's Shuttle,2010,158,592,https://cdn.rebrickable.com/media/sets/8096-1.jpg
8097-1,Slave I,2010,158,563,https://cdn.rebrickable.com/media/sets/8097-1.jpg
8098-1,Clone Turbo Tank,2010,158,1145,https://cdn.rebrickable.com/media/sets/8098-1.jpg
8099-1,Midi-Scale Imperial Star Destroyer,2010,158,423,https://cdn.rebrickable.com/media/sets/8099-1.jpg
8128-1,Cad Bane's Speeder,2010,158,318,https://cdn.rebrickable.com/media/sets/8128-1.jpg
8129-1,AT-AT Walker,2010,158,815,https://cdn.rebrickable.com/media/sets/8129-1.jpg
911506-1,Snowspeeder,2015,158,19,https://cdn.rebrickable.com/media/sets/911506-1.jpg
911508-1,Slave One,2015,158,20,https://cdn.rebrickable.com/media/sets/911508-1.jpg
911509-1,Imperial Shooter,2015,158,20,https://cdn.rebrickable.com/media/sets/911509-1.jpg
911510-1,Star Destroyer & TIE Fighter,2015,158,21,https://cdn.rebrickable.com/media/sets/911510-1.jpg
911511-1,Jedi Weapon Stand,2015,158,16,https://cdn.rebrickable.com/media/sets/911511-1.jpg
911607-1,Millennium Falcon,2016,158,42,https://cdn.rebrickable.com/media/sets/911607-1.jpg
911608-1,Landspeeder,2016,158,37,https://cdn.rebrickable.com/media/sets/911608-1.jpg
911609-1,Naboo Starfighter,2016,158,34,https://cdn.rebrickable.com/media/sets/911609-1.jpg
911610-1,Probe Droid,2016,158,21,https://cdn.rebrickable.com/media/sets/911610-1.jpg
911611-1,AAT,2016,158,37,https://cdn.rebrickable.com/media/sets/911611-1.jpg
911612-1,Acklay,2016,158,49,https://cdn.rebrickable.com/media/sets/911612-1.jpg
911613-1,TIE Bomber,2016,158,26,https://cdn.rebrickable.com/media/sets/911613-1.jpg
911614-1,Yoda's Hut,2016,158,29,https://cdn.rebrickable.com/media/sets/911614-1.jpg
911615-1,AT-AT,2016,158,48,https://cdn.rebrickable.com/media/sets/911615-1.jpg
911616-1,MTT,2016,158,45,https://cdn.rebrickable.com/media/sets/911616-1.jpg
911617-1,Palpatine's Shuttle,2016,158,37,https://cdn.rebrickable.com/media/sets/911617-1.jpg
911618-1,Flash Speeder,2017,158,43,https://cdn.rebrickable.com/media/sets/911618-1.jpg
911719-1,Kanan Jarrus,2017,158,6,https://cdn.rebrickable.com/media/sets/911719-1.jpg
911720-1,The Ghost,2017,158,50,https://cdn.rebrickable.com/media/sets/911720-1.jpg
911721-1,Imperial Combat Driver,2017,158,5,https://cdn.rebrickable.com/media/sets/911721-1.jpg
911722-1,TIE Advanced,2017,158,26,https://cdn.rebrickable.com/media/sets/911722-1.jpg
911723-1,Vulture Droid,2017,158,35,https://cdn.rebrickable.com/media/sets/911723-1.jpg
911724-1,A-Wing,2017,158,47,https://cdn.rebrickable.com/media/sets/911724-1.jpg
911725-1,Sandcrawler,2017,158,50,https://cdn.rebrickable.com/media/sets/911725-1.jpg
911726-1,Imperial Snowtrooper,2017,158,7,https://cdn.rebrickable.com/media/sets/911726-1.jpg
911727-1,Rey's Speeder,2017,158,35,https://cdn.rebrickable.com/media/sets/911727-1.jpg
911728-1,First Order Snowspeeder,2017,158,44,https://cdn.rebrickable.com/media/sets/911728-1.jpg
911729-1,Droid Gunship,2017,158,25,https://cdn.rebrickable.com/media/sets/911729-1.jpg
911730-1,Y-Wing,2017,158,60,https://cdn.rebrickable.com/media/sets/911730-1.jpg
911831-1,Kylo Ren's Shuttle,2018,158,21,https://cdn.rebrickable.com/media/sets/911831-1.jpg
911832-1,Imperial Shuttle Pilot,2018,158,5,https://cdn.rebrickable.com/media/sets/911832-1.jpg
911833-1,Imperial Shuttle,2018,158,36,https://cdn.rebrickable.com/media/sets/911833-1.jpg
911834-1,Finn,2018,158,5,https://cdn.rebrickable.com/media/sets/911834-1.jpg
911835-1,Dwarf Spider Droid,2018,158,23,https://cdn.rebrickable.com/media/sets/911835-1.jpg
911836-1,Quadjumper,2018,158,42,https://cdn.rebrickable.com/media/sets/911836-1.jpg
911837-1,AT-ST,2018,158,48,https://cdn.rebrickable.com/media/sets/911837-1.jpg
911838-1,Probe Droid,2018,158,26,https://cdn.rebrickable.com/media/sets/911838-1.jpg
911839-1,Obi-Wan Kenobi,2018,158,6,https://cdn.rebrickable.com/media/sets/911839-1.jpg
911840-1,Droideka,2018,158,24,https://cdn.rebrickable.com/media/sets/911840-1.jpg
911841-1,Poe Dameron's X-Wing,2018,158,48,https://cdn.rebrickable.com/media/sets/911841-1.jpg
911842-1,Star Destroyer,2018,158,35,https://cdn.rebrickable.com/media/sets/911842-1.jpg
911943-1,Luke Skywalker,2019,158,6,https://cdn.rebrickable.com/media/sets/911943-1.jpg
911944-1,Resistance Bomber,2019,158,37,https://cdn.rebrickable.com/media/sets/911944-1.jpg
911945-1,Slave I,2019,158,31,https://cdn.rebrickable.com/media/sets/911945-1.jpg
911946-1,U-Wing,2019,158,37,https://cdn.rebrickable.com/media/sets/911946-1.jpg
911947-1,IG-88,2019,158,11,https://cdn.rebrickable.com/media/sets/911947-1.jpg
911948-1,AT-M6,2019,158,52,https://cdn.rebrickable.com/media/sets/911948-1.jpg
911949-1,Millennium Falcon,2019,158,32,https://cdn.rebrickable.com/media/sets/911949-1.jpg
911950-1,B-Wing,2019,158,52,https://cdn.rebrickable.com/media/sets/911950-1.jpg
911951-1,First Order Stormtrooper,2019,158,5,https://cdn.rebrickable.com/media/sets/911951-1.jpg
911952-1,Jedi Interceptor,2019,158,30,https://cdn.rebrickable.com/media/sets/911952-1.jpg
911953-1,First Order SF TIE Fighter,2019,158,32,https://cdn.rebrickable.com/media/sets/911953-1.jpg
911954-1,Kylo Ren's TIE Silencer,2019,158,33,https://cdn.rebrickable.com/media/sets/911954-1.jpg
912055-1,Snowspeeder,2020,158,28,https://cdn.rebrickable.com/media/sets/912055-1.jpg
912056-1,TIE Striker,2020,158,28,https://cdn.rebrickable.com/media/sets/912056-1.jpg
912057-1,R2-D2 & MSE-6,2020,158,13,https://cdn.rebrickable.com/media/sets/912057-1.jpg
912058-1,Darth Maul's Sith Infiltrator,2020,158,34,https://cdn.rebrickable.com/media/sets/912058-1.jpg
912059-1,Elite Praetorian Guard,2020,158,7,https://cdn.rebrickable.com/media/sets/912059-1.jpg
912060-1,A-Wing,2020,158,44,https://cdn.rebrickable.com/media/sets/912060-1.jpg
912061-1,AT-AT,2020,158,51,https://cdn.rebrickable.com/media/sets/912061-1.jpg
912062-1,Stormtrooper,2020,158,5,https://cdn.rebrickable.com/media/sets/912062-1.jpg
912063-1,Resistance X-Wing,2020,158,42,https://cdn.rebrickable.com/media/sets/912063-1.jpg
912064-1,Sith Eternal TIE Dagger,2020,158,37,https://cdn.rebrickable.com/media/sets/912064-1.jpg
912065-1,Luke Skywalker,2020,158,7,https://cdn.rebrickable.com/media/sets/912065-1.jpg
912066-1,Jedi Interceptor,2020,158,33,https://cdn.rebrickable.com/media/sets/912066-1.jpg
912067-1,TIE Interceptor,2020,158,42,https://cdn.rebrickable.com/media/sets/912067-1.jpg
912168-1,Mandalorian Warrior,2021,158,10,https://cdn.rebrickable.com/media/sets/912168-1.jpg
912169-1,Emperor Palpatine,2021,158,7,https://cdn.rebrickable.com/media/sets/912169-1.jpg
912170-1,V-Wing,2021,158,45,https://cdn.rebrickable.com/media/sets/912170-1.jpg
912171-1,TIE Bomber,2021,158,28,https://cdn.rebrickable.com/media/sets/912171-1.jpg
912172-1,Jedi Starfighter,2021,158,29,https://cdn.rebrickable.com/media/sets/912172-1.jpg
912173-1,Rey + BB-8,2021,158,8,https://cdn.rebrickable.com/media/sets/912173-1.jpg
912174-1,Sith Trooper,2021,158,5,https://cdn.rebrickable.com/media/sets/912174-1.jpg
912175-1,AT-ST Raider,2021,158,53,https://cdn.rebrickable.com/media/sets/912175-1.jpg
912176-1,Clone Turbo Tank,2021,158,57,https://cdn.rebrickable.com/media/sets/912176-1.jpg
912177-1,Resistance A-Wing,2021,158,45,https://cdn.rebrickable.com/media/sets/912177-1.jpg
912178-1,Republic Gunship,2021,158,51,https://cdn.rebrickable.com/media/sets/912178-1.jpg
912179-1,Snowtrooper,2021,158,5,https://cdn.rebrickable.com/media/sets/912179-1.jpg
912280-1,Millennium Falcon,2022,158,41,https://cdn.rebrickable.com/media/sets/912280-1.jpg
912281-1,Clone Trooper,2022,158,5,https://cdn.rebrickable.com/media/sets/912281-1.jpg
912282-1,AT-AT,2022,158,52,https://cdn.rebrickable.com/media/sets/912282-1.jpg
912283-1,Tusken Raider,2022,158,7,https://cdn.rebrickable.com/media/sets/912283-1.jpg
912284-1,Razor Crest,2022,158,41,https://cdn.rebrickable.com/media/sets/912284-1.jpg
912285-1,Darth Maul,2022,158,7,https://cdn.rebrickable.com/media/sets/912285-1.jpg
912286-1,Mandalorian Warrior,2022,158,7,https://cdn.rebrickable.com/media/sets/912286-1.jpg
912287-1,Mandalorian Starfighter,2022,158,31,https://cdn.rebrickable.com/media/sets/912287-1.jpg
912288-1,TIE Whisper,2022,158,34,https://cdn.rebrickable.com/media/sets/912288-1.jpg
912289-1,Princess Leia,2022,158,5,https://cdn.rebrickable.com/media/sets/912289-1.jpg
912290-1,Imperial Light Cruiser,2022,158,39,https://cdn.rebrickable.com/media/sets/912290-1.jpg
912291-1,Luke Skywalker,2022,158,2,https://cdn.rebrickable.com/media/sets/912291-1.jpg
912302-1,Bo-Katan Kryze,2023,158,8,https://cdn.rebrickable.com/media/sets/912302-1.jpg
912303-1,212th Clone Trooper,2023,158,5,https://cdn.rebrickable.com/media/sets/912303-1.jpg
912304-1,X-Wing Fighter,2023,158,57,https://cdn.rebrickable.com/media/sets/912304-1.jpg
912305-1,Obi-Wan Kenobi,2023,158,7,https://cdn.rebrickable.com/media/sets/912305-1.jpg
912306-1,Y-Wing,2023,158,60,https://cdn.rebrickable.com/media/sets/912306-1.jpg
912307-1,Scout Trooper,2023,158,1,https://cdn.rebrickable.com/media/sets/912307-1.jpg
912308-1,AT-TE,2023,158,62,https://cdn.rebrickable.com/media/sets/912308-1.jpg
912309-1,Stormtrooper,2023,158,1,https://cdn.rebrickable.com/media/sets/912309-1.jpg
912310-1,C-3PO and Gonk Droid,2023,158,16,https://cdn.rebrickable.com/media/sets/912310-1.jpg
912311-1,TIE Advanced,2023,158,29,https://cdn.rebrickable.com/media/sets/912311-1.jpg
912312-1,Yoda's Jedi Starfighter,2023,158,36,https://cdn.rebrickable.com/media/sets/912312-1.jpg
912313-1,Republic Fighter Tank,2023,158,44,https://cdn.rebrickable.com/media/sets/912313-1.jpg
912401-1,Mandalorian Pilot,2023,158,15,https://cdn.rebrickable.com/media/sets/912401-1.jpg
912402-1,Emperor Palpatine,2024,158,7,https://cdn.rebrickable.com/media/sets/912402-1.jpg
912403-1,Coruscant Guard,2024,158,5,https://cdn.rebrickable.com/media/sets/912403-1.jpg
912404-1,Chewbacca,2024,158,8,https://cdn.rebrickable.com/media/sets/912404-1.jpg
912405-1,The Mandalorian's N-1 Starfighter,2024,158,50,https://cdn.rebrickable.com/media/sets/912405-1.jpg
912406-1,Imperial Shuttle,2024,158,46,https://cdn.rebrickable.com/media/sets/912406-1.jpg
912407-1,501st Specialist,2024,158,7,https://cdn.rebrickable.com/media/sets/912407-1.jpg
912408-1,Darth Vader,2024,158,8,https://cdn.rebrickable.com/media/sets/912408-1.jpg
912409-1,Clone Trooper,2024,158,5,https://cdn.rebrickable.com/media/sets/912409-1.jpg
912410-1,TIE Pilot,2024,158,5,https://cdn.rebrickable.com/media/sets/912410-1.jpg
912411-1,T-6 Jedi Shuttle,2024,158,39,https://cdn.rebrickable.com/media/sets/912411-1.jpg
912412-1,The Marauder,2024,158,36,https://cdn.rebrickable.com/media/sets/912412-1.jpg
912413-1,Inquisitor Transport Scythe,2024,158,33,https://cdn.rebrickable.com/media/sets/912413-1.jpg
912501-1,Mandalorian Nite Owl,2024,158,14,https://cdn.rebrickable.com/media/sets/912501-1.jpg
912502-1,Qui-Gon Jinn,2025,158,6,https://cdn.rebrickable.com/media/sets/912502-1.jpg
912503-1,Imperial Commando,2025,158,7,https://cdn.rebrickable.com/media/sets/912503-1.jpg
912504-1,Praetorian Guard,2025,158,9,https://cdn.rebrickable.com/media/sets/912504-1.jpg
912505-1,Juggernaut,2025,158,65,https://cdn.rebrickable.com/media/sets/912505-1.jpg
912506-1,TIE Defender,2025,158,44,https://cdn.rebrickable.com/media/sets/912506-1.jpg
912507-1,Luke Skywalker,2025,158,2,https://cdn.rebrickable.com/media/sets/912507-1.jpg
912508-1,The Mandalorian,2025,158,7,https://cdn.rebrickable.com/media/sets/912508-1.jpg
912509-1,Darth Maul,2025,158,7,https://cdn.rebrickable.com/media/sets/912509-1.jpg
912510-1,Droideka,2025,158,30,https://cdn.rebrickable.com/media/sets/912510-1.jpg
912511-1,Clone Shock Trooper,2025,158,6,https://cdn.rebrickable.com/media/sets/912511-1.jpg
912512-1,Rebel U-Wing Starfighter,2025,158,37,https://cdn.rebrickable.com/media/sets/912512-1.jpg
912513-1,Jango Fett's Starship,2025,158,38,https://cdn.rebrickable.com/media/sets/912513-1.jpg
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,2012,158,98,https://cdn.rebrickable.com/media/sets/9488-1.jpg
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,2012,158,77,https://cdn.rebrickable.com/media/sets/9489-1.jpg
9490-1,Droid Escape,2012,158,137,https://cdn.rebrickable.com/media/sets/9490-1.jpg
9491-1,Geonosian Cannon,2012,158,133,https://cdn.rebrickable.com/media/sets/9491-1.jpg
9492-1,TIE Fighter,2012,158,413,https://cdn.rebrickable.com/media/sets/9492-1.jpg
9493-1,X-wing Starfighter,2012,158,560,https://cdn.rebrickable.com/media/sets/9493-1.jpg
9494-1,Anakin's Jedi Interceptor,2012,158,300,https://cdn.rebrickable.com/media/sets/9494-1.jpg
9495-1,Gold Leader's Y-wing Starfighter,2012,158,458,https://cdn.rebrickable.com/media/sets/9495-1.jpg
9496-1,Desert Skiff,2012,158,220,https://cdn.rebrickable.com/media/sets/9496-1.jpg
9497-1,Republic Striker Starfighter,2012,158,376,https://cdn.rebrickable.com/media/sets/9497-1.jpg
9498-1,Saesee Tiin's Jedi Starfighter,2012,158,244,https://cdn.rebrickable.com/media/sets/9498-1.jpg
9499-1,Gungan Sub,2012,158,466,https://cdn.rebrickable.com/media/sets/9499-1.jpg
9500-1,Sith Fury-Class Interceptor,2012,158,748,https://cdn.rebrickable.com/media/sets/9500-1.jpg
9509-1,Star Wars Advent Calendar 2012,2012,209,235,https://cdn.rebrickable.com/media/sets/9509-1.jpg
951414-1,Jango Fett,2026,158,8,https://cdn.rebrickable.com/media/sets/951414-1.jpg
9515-1,The Malevolence,2012,158,1101,https://cdn.rebrickable.com/media/sets/9515-1.jpg
9516-1,Jabba's Palace,2012,158,717,https://cdn.rebrickable.com/media/sets/9516-1.jpg
9525-1,Pre Vizsla's Mandalorian Fighter,2012,158,403,https://cdn.rebrickable.com/media/sets/9525-1.jpg
9526-1,Palpatine's Arrest,2012,158,649,https://cdn.rebrickable.com/media/sets/9526-1.jpg
9674-1,Naboo Starfighter & Naboo,2012,158,56,https://cdn.rebrickable.com/media/sets/9674-1.jpg
9675-1,Sebulba's Podracer & Tatooine,2012,158,80,https://cdn.rebrickable.com/media/sets/9675-1.jpg
9676-1,TIE Interceptor & Death Star,2012,158,65,https://cdn.rebrickable.com/media/sets/9676-1.jpg
9677-1,X-wing Starfighter & Yavin 4,2012,158,77,https://cdn.rebrickable.com/media/sets/9677-1.jpg
9678-1,Twin-pod Cloud Car & Bespin,2012,158,78,https://cdn.rebrickable.com/media/sets/9678-1.jpg
9679-1,AT-ST & Endor,2012,158,65,https://cdn.rebrickable.com/media/sets/9679-1.jpg
9748-1,Droid Developer Kit,1999,261,658,https://cdn.rebrickable.com/media/sets/9748-1.jpg
9754-1,Dark Side Developer Kit,2000,261,578,https://cdn.rebrickable.com/media/sets/9754-1.jpg
CELEB2015-1,Tatooine Mini-Build (Star Wars Celebration Version),2015,158,178,https://cdn.rebrickable.com/media/sets/celeb2015-1.jpg
CELEB2015MF-1,Mini Millennium Falcon,2015,158,20,https://cdn.rebrickable.com/media/sets/celeb2015mf-1.jpg
CELEB2015SD-1,Mini Star Destroyer,2015,158,19,https://cdn.rebrickable.com/media/sets/celeb2015sd-1.jpg
CELEB2015TF-1,Mini TIE Fighter,2015,158,15,https://cdn.rebrickable.com/media/sets/celeb2015tf-1.jpg
CELEB2015XW-1,Mini X-Wing,2015,158,27,https://cdn.rebrickable.com/media/sets/celeb2015xw-1.jpg
CELEBV-1,Fan Celebration V - CubeDude - The Bounty Hunter Edition,2010,158,497,https://cdn.rebrickable.com/media/sets/celebv-1.jpg
CELEBVI-1,Boba Fett's Mini Slave I,2012,158,81,https://cdn.rebrickable.com/media/sets/celebvi-1.jpg
COMCON001-1,Clone Wars Pack,2008,158,33,https://cdn.rebrickable.com/media/sets/comcon001-1.jpg
COMCON004-1,Collectible Display Set 1,2009,158,16,https://cdn.rebrickable.com/media/sets/comcon004-1.jpg
COMCON005-1,Collectible Display Set 2,2009,158,13,https://cdn.rebrickable.com/media/sets/comcon005-1.jpg
COMCON006-1,Collectible Display Set 4,2009,158,30,https://cdn.rebrickable.com/media/sets/comcon006-1.jpg
COMCON007-1,Collectible Display Set 5,2009,158,17,https://cdn.rebrickable.com/media/sets/comcon007-1.jpg
COMCON008-1,Collectible Display Set 3,2009,158,16,https://cdn.rebrickable.com/media/sets/comcon008-1.jpg
COMCON009-1,Collectible Display Set 6,2009,158,17,https://cdn.rebrickable.com/media/sets/comcon009-1.jpg
COMCON010-1,Mini Republic Dropship & AT-TE Brickmaster SDCC 09 Exclusive,2009,158,108,https://cdn.rebrickable.com/media/sets/comcon010-1.jpg
COMCON011-1,LEGO Star Wars Holo-Brick Archives,2009,158,3,https://cdn.rebrickable.com/media/sets/comcon011-1.jpg
COMCON015-1,Star Wars Advent Calendar 2011 (San Diego Comic-Con Exclusive),2011,158,0,https://cdn.rebrickable.com/media/sets/comcon015-1.jpg
COMCON019-1,Darth Maul's Mini Sith Infiltrator,2012,158,84,https://cdn.rebrickable.com/media/sets/comcon019-1.jpg
COMCON024-1,Luke Skywalker's Mini Landspeeder,2012,158,110,https://cdn.rebrickable.com/media/sets/comcon024-1.jpg
COMCON032-1,JEK-14 Mini Stealth Starfighter,2013,158,127,https://cdn.rebrickable.com/media/sets/comcon032-1.jpg
COMCON039-1,The Ghost Starship,2014,158,132,https://cdn.rebrickable.com/media/sets/comcon039-1.jpg
EG00126-1,4x TIE Interceptors,2024,158,200,https://cdn.rebrickable.com/media/sets/eg00126-1.jpg
